Año,Trimestre,Provincia,Velocidad,Accesos,Velocidad_bins
2024,2,BUENOS AIRES,75.0,1062,"(70, 80]"
2024,2,BUENOS AIRES,59.0,59,"(50, 60]"
2024,2,BUENOS AIRES,,5,
2024,2,BUENOS AIRES,3.5,41735,"(0, 10]"
2024,2,BUENOS AIRES,18.0,1042,"(10, 20]"
2024,2,BUENOS AIRES,9.0,750,"(0, 10]"
2024,2,BUENOS AIRES,17.0,2,"(10, 20]"
2024,2,BUENOS AIRES,8.0,63727,"(0, 10]"
2024,2,BUENOS AIRES,105.0,14,"(100, 110]"
2024,2,BUENOS AIRES,,137199,
2024,2,BUENOS AIRES,24.0,84,"(20, 30]"
2024,2,BUENOS AIRES,85.0,16,"(80, 90]"
2024,2,BUENOS AIRES,32.0,16,"(30, 40]"
2024,2,BUENOS AIRES,55.0,255,"(50, 60]"
2024,2,BUENOS AIRES,31.0,1611,"(30, 40]"
2024,2,BUENOS AIRES,120.0,510,"(110, 120]"
2024,2,BUENOS AIRES,4.5,83,"(0, 10]"
2024,2,BUENOS AIRES,23.0,20,"(20, 30]"
2024,2,BUENOS AIRES,70.0,7236,"(60, 70]"
2024,2,BUENOS AIRES,22.0,1,"(20, 30]"
2024,2,BUENOS AIRES,,15,
2024,2,BUENOS AIRES,0.256,25,"(0, 10]"
2024,2,BUENOS AIRES,35.0,1399,"(30, 40]"
2024,2,BUENOS AIRES,205.0,3,"(200, 210]"
2024,2,BUENOS AIRES,4.0,13200,"(0, 10]"
2024,2,BUENOS AIRES,11.0,10,"(10, 20]"
2024,2,BUENOS AIRES,155.0,28,"(150, 160]"
2024,2,BUENOS AIRES,21.0,2,"(20, 30]"
2024,2,BUENOS AIRES,2.0,19065,"(0, 10]"
2024,2,BUENOS AIRES,,663,
2024,2,BUENOS AIRES,65.0,90,"(60, 70]"
2024,2,BUENOS AIRES,125.0,2,"(120, 130]"
2024,2,BUENOS AIRES,10.0,145894,"(0, 10]"
2024,2,BUENOS AIRES,,26,
2024,2,BUENOS AIRES,212.0,1,"(210, 220]"
2024,2,BUENOS AIRES,2.5,21,"(0, 10]"
2024,2,BUENOS AIRES,13.0,238,"(10, 20]"
2024,2,BUENOS AIRES,41.0,9,"(40, 50]"
2024,2,BUENOS AIRES,,41,
2024,2,BUENOS AIRES,7.5,53,"(0, 10]"
2024,2,BUENOS AIRES,,355,
2024,2,BUENOS AIRES,40.0,5582,"(30, 40]"
2024,2,BUENOS AIRES,61.0,78,"(60, 70]"
2024,2,BUENOS AIRES,200.0,8055,"(190, 200]"
2024,2,BUENOS AIRES,102.0,2,"(100, 110]"
2024,2,BUENOS AIRES,60.0,37539,"(50, 60]"
2024,2,BUENOS AIRES,,27,
2024,2,BUENOS AIRES,12.0,19838,"(10, 20]"
2024,2,BUENOS AIRES,30.0,782519,"(20, 30]"
2024,2,BUENOS AIRES,6.0,76832,"(0, 10]"
2024,2,BUENOS AIRES,,16300,
2024,2,BUENOS AIRES,25.0,42739,"(20, 30]"
2024,2,BUENOS AIRES,0.0,125547,
2024,2,BUENOS AIRES,80.0,9358,"(70, 80]"
2024,2,BUENOS AIRES,90.0,3,"(80, 90]"
2024,2,BUENOS AIRES,50.0,493790,"(40, 50]"
2024,2,BUENOS AIRES,5.0,27135,"(0, 10]"
2024,2,BUENOS AIRES,48.0,659,"(40, 50]"
2024,2,BUENOS AIRES,240.0,938,
2024,2,BUENOS AIRES,16.0,231,"(10, 20]"
2024,2,BUENOS AIRES,,129855,
2024,2,BUENOS AIRES,51.0,1,"(50, 60]"
2024,2,BUENOS AIRES,160.0,1306,"(150, 160]"
2024,2,BUENOS AIRES,,564,
2024,2,BUENOS AIRES,15.0,94642,"(10, 20]"
2024,2,BUENOS AIRES,49.0,1,"(40, 50]"
2024,2,BUENOS AIRES,,1147130,
2024,2,BUENOS AIRES,1.5,141,"(0, 10]"
2024,2,BUENOS AIRES,150.0,388059,"(140, 150]"
2024,2,BUENOS AIRES,14.0,149,"(10, 20]"
2024,2,BUENOS AIRES,1.0,18423,"(0, 10]"
2024,2,BUENOS AIRES,0.5,25048,"(0, 10]"
2024,2,BUENOS AIRES,0.512,214,"(0, 10]"
2024,2,BUENOS AIRES,20.0,128376,"(10, 20]"
2024,2,BUENOS AIRES,100.0,910372,"(90, 100]"
2024,2,BUENOS AIRES,0.75,4611,"(0, 10]"
2024,2,BUENOS AIRES,7.0,11236,"(0, 10]"
2024,2,BUENOS AIRES,36.0,4,"(30, 40]"
2024,2,BUENOS AIRES,,1094,
2024,2,BUENOS AIRES,3.0,44415,"(0, 10]"
2024,2,CABA,160.0,5,"(150, 160]"
2024,2,CABA,7.0,7,"(0, 10]"
2024,2,CABA,150.0,116134,"(140, 150]"
2024,2,CABA,,25,
2024,2,CABA,9.0,3,"(0, 10]"
2024,2,CABA,110.0,1,"(100, 110]"
2024,2,CABA,,65689,
2024,2,CABA,16.0,5,"(10, 20]"
2024,2,CABA,,3,
2024,2,CABA,10.0,23421,"(0, 10]"
2024,2,CABA,1.0,2815,"(0, 10]"
2024,2,CABA,3.5,11975,"(0, 10]"
2024,2,CABA,125.0,3,"(120, 130]"
2024,2,CABA,21.0,1,"(20, 30]"
2024,2,CABA,0.512,35,"(0, 10]"
2024,2,CABA,40.0,238,"(30, 40]"
2024,2,CABA,,1442,
2024,2,CABA,12.0,93,"(10, 20]"
2024,2,CABA,55.0,1,"(50, 60]"
2024,2,CABA,100.0,396858,"(90, 100]"
2024,2,CABA,4.0,996,"(0, 10]"
2024,2,CABA,25.0,269,"(20, 30]"
2024,2,CABA,0.75,1307,"(0, 10]"
2024,2,CABA,20.0,3718,"(10, 20]"
2024,2,CABA,200.0,3302,"(190, 200]"
2024,2,CABA,,2,
2024,2,CABA,5.0,3417,"(0, 10]"
2024,2,CABA,70.0,3,"(60, 70]"
2024,2,CABA,8.0,16865,"(0, 10]"
2024,2,CABA,225.0,1,"(220, 230]"
2024,2,CABA,75.0,711,"(70, 80]"
2024,2,CABA,120.0,28,"(110, 120]"
2024,2,CABA,50.0,64416,"(40, 50]"
2024,2,CABA,66.0,1,"(60, 70]"
2024,2,CABA,0.256,32,"(0, 10]"
2024,2,CABA,2.0,240,"(0, 10]"
2024,2,CABA,11.0,5,"(10, 20]"
2024,2,CABA,35.0,24,"(30, 40]"
2024,2,CABA,0.0,0,
2024,2,CABA,15.0,29337,"(10, 20]"
2024,2,CABA,,77839,
2024,2,CABA,80.0,13,"(70, 80]"
2024,2,CABA,3.0,2342,"(0, 10]"
2024,2,CABA,6.0,5569,"(0, 10]"
2024,2,CABA,30.0,58419,"(20, 30]"
2024,2,CABA,60.0,3890,"(50, 60]"
2024,2,CABA,,1,
2024,2,CABA,,437,
2024,2,CABA,220.0,1,"(210, 220]"
2024,2,CABA,0.5,451,"(0, 10]"
2024,2,CABA,,1,
2024,2,CABA,,571207,
2024,2,CABA,,1,
2024,2,CATAMARCA,,33,
2024,2,CATAMARCA,30.0,858,"(20, 30]"
2024,2,CATAMARCA,15.0,1859,"(10, 20]"
2024,2,CATAMARCA,3.0,1580,"(0, 10]"
2024,2,CATAMARCA,,1128,
2024,2,CATAMARCA,12.0,8,"(10, 20]"
2024,2,CATAMARCA,0.512,37,"(0, 10]"
2024,2,CATAMARCA,200.0,42,"(190, 200]"
2024,2,CATAMARCA,0.256,1,"(0, 10]"
2024,2,CATAMARCA,4.0,1,"(0, 10]"
2024,2,CATAMARCA,0.0,53,
2024,2,CATAMARCA,24.0,374,"(20, 30]"
2024,2,CATAMARCA,10.0,3093,"(0, 10]"
2024,2,CATAMARCA,50.0,34532,"(40, 50]"
2024,2,CATAMARCA,100.0,19077,"(90, 100]"
2024,2,CATAMARCA,,333,
2024,2,CATAMARCA,20.0,1932,"(10, 20]"
2024,2,CATAMARCA,25.0,47,"(20, 30]"
2024,2,CATAMARCA,1.0,164,"(0, 10]"
2024,2,CATAMARCA,5.0,327,"(0, 10]"
2024,2,CATAMARCA,2.0,115,"(0, 10]"
2024,2,CATAMARCA,,8809,
2024,2,CATAMARCA,6.0,637,"(0, 10]"
2024,2,CATAMARCA,0.5,34,"(0, 10]"
2024,2,CHACO,0.5,234,"(0, 10]"
2024,2,CHACO,9.0,1,"(0, 10]"
2024,2,CHACO,0.512,2,"(0, 10]"
2024,2,CHACO,5.0,5625,"(0, 10]"
2024,2,CHACO,12.0,137,"(10, 20]"
2024,2,CHACO,35.0,19,"(30, 40]"
2024,2,CHACO,0.0,3208,
2024,2,CHACO,3.5,167,"(0, 10]"
2024,2,CHACO,2.0,779,"(0, 10]"
2024,2,CHACO,120.0,623,"(110, 120]"
2024,2,CHACO,,164,
2024,2,CHACO,10.0,7529,"(0, 10]"
2024,2,CHACO,20.0,1665,"(10, 20]"
2024,2,CHACO,50.0,32839,"(40, 50]"
2024,2,CHACO,8.0,700,"(0, 10]"
2024,2,CHACO,,1396,
2024,2,CHACO,4.0,385,"(0, 10]"
2024,2,CHACO,25.0,3532,"(20, 30]"
2024,2,CHACO,,228,
2024,2,CHACO,1.0,349,"(0, 10]"
2024,2,CHACO,200.0,963,"(190, 200]"
2024,2,CHACO,7.0,106,"(0, 10]"
2024,2,CHACO,3.0,2757,"(0, 10]"
2024,2,CHACO,15.0,4406,"(10, 20]"
2024,2,CHACO,,884,
2024,2,CHACO,,23294,
2024,2,CHACO,6.0,4881,"(0, 10]"
2024,2,CHACO,30.0,2933,"(20, 30]"
2024,2,CHACO,100.0,47286,"(90, 100]"
2024,2,CHUBUT,3.0,5643,"(0, 10]"
2024,2,CHUBUT,,43,
2024,2,CHUBUT,102.0,5,"(100, 110]"
2024,2,CHUBUT,60.0,2,"(50, 60]"
2024,2,CHUBUT,0.5,69,"(0, 10]"
2024,2,CHUBUT,13.0,2,"(10, 20]"
2024,2,CHUBUT,41.0,1,"(40, 50]"
2024,2,CHUBUT,12.0,3968,"(10, 20]"
2024,2,CHUBUT,6.0,16776,"(0, 10]"
2024,2,CHUBUT,30.0,7640,"(20, 30]"
2024,2,CHUBUT,11.0,1,"(10, 20]"
2024,2,CHUBUT,24.0,7616,"(20, 30]"
2024,2,CHUBUT,16.0,141,"(10, 20]"
2024,2,CHUBUT,2.0,1881,"(0, 10]"
2024,2,CHUBUT,0.0,16554,
2024,2,CHUBUT,,2,
2024,2,CHUBUT,1.0,303,"(0, 10]"
2024,2,CHUBUT,18.0,1,"(10, 20]"
2024,2,CHUBUT,48.0,190,"(40, 50]"
2024,2,CHUBUT,0.512,38,"(0, 10]"
2024,2,CHUBUT,40.0,28,"(30, 40]"
2024,2,CHUBUT,200.0,1,"(190, 200]"
2024,2,CHUBUT,14.0,56,"(10, 20]"
2024,2,CHUBUT,4.0,6189,"(0, 10]"
2024,2,CHUBUT,9.0,16,"(0, 10]"
2024,2,CHUBUT,100.0,1466,"(90, 100]"
2024,2,CHUBUT,5.0,1769,"(0, 10]"
2024,2,CHUBUT,8.0,13375,"(0, 10]"
2024,2,CHUBUT,25.0,5560,"(20, 30]"
2024,2,CHUBUT,0.75,836,"(0, 10]"
2024,2,CHUBUT,20.0,4796,"(10, 20]"
2024,2,CHUBUT,0.256,18,"(0, 10]"
2024,2,CHUBUT,10.0,18504,"(0, 10]"
2024,2,CHUBUT,50.0,35232,"(40, 50]"
2024,2,CHUBUT,15.0,13731,"(10, 20]"
2024,2,CHUBUT,,5,
2024,2,CHUBUT,,247,
2024,2,CHUBUT,3.5,11441,"(0, 10]"
2024,2,CHUBUT,7.0,76,"(0, 10]"
2024,2,CHUBUT,,1,
2024,2,CORDOBA,35.0,52,"(30, 40]"
2024,2,CORDOBA,5.0,7661,"(0, 10]"
2024,2,CORDOBA,,1,
2024,2,CORDOBA,12.0,8784,"(10, 20]"
2024,2,CORDOBA,50.1,402,"(50, 60]"
2024,2,CORDOBA,140.0,1,"(130, 140]"
2024,2,CORDOBA,0.512,12,"(0, 10]"
2024,2,CORDOBA,20.5,1,"(20, 30]"
2024,2,CORDOBA,50.0,244004,"(40, 50]"
2024,2,CORDOBA,100.25,16,"(100, 110]"
2024,2,CORDOBA,10.0,72911,"(0, 10]"
2024,2,CORDOBA,25.1,311,"(20, 30]"
2024,2,CORDOBA,10.2,53,"(10, 20]"
2024,2,CORDOBA,9.0,714,"(0, 10]"
2024,2,CORDOBA,16.0,134,"(10, 20]"
2024,2,CORDOBA,25.0,20421,"(20, 30]"
2024,2,CORDOBA,,4065,
2024,2,CORDOBA,,21,
2024,2,CORDOBA,225.0,1,"(220, 230]"
2024,2,CORDOBA,,1,
2024,2,CORDOBA,12.3,15,"(10, 20]"
2024,2,CORDOBA,100.0,302310,"(90, 100]"
2024,2,CORDOBA,0.75,83,"(0, 10]"
2024,2,CORDOBA,18.0,58,"(10, 20]"
2024,2,CORDOBA,13.0,19,"(10, 20]"
2024,2,CORDOBA,20.0,19106,"(10, 20]"
2024,2,CORDOBA,2.5,133,"(0, 10]"
2024,2,CORDOBA,24.0,2,"(20, 30]"
2024,2,CORDOBA,120.0,891,"(110, 120]"
2024,2,CORDOBA,4.0,10131,"(0, 10]"
2024,2,CORDOBA,8.0,9397,"(0, 10]"
2024,2,CORDOBA,50.25,9,"(50, 60]"
2024,2,CORDOBA,70.0,11,"(60, 70]"
2024,2,CORDOBA,3.5,4897,"(0, 10]"
2024,2,CORDOBA,7.0,1840,"(0, 10]"
2024,2,CORDOBA,10.1,18,"(10, 20]"
2024,2,CORDOBA,75.0,495,"(70, 80]"
2024,2,CORDOBA,1.0,7688,"(0, 10]"
2024,2,CORDOBA,,16814,
2024,2,CORDOBA,25.5,13,"(20, 30]"
2024,2,CORDOBA,15.0,18895,"(10, 20]"
2024,2,CORDOBA,200.0,11575,"(190, 200]"
2024,2,CORDOBA,,203771,
2024,2,CORDOBA,1.5,7,"(0, 10]"
2024,2,CORDOBA,40.0,935,"(30, 40]"
2024,2,CORDOBA,2.2,18,"(0, 10]"
2024,2,CORDOBA,2.0,7471,"(0, 10]"
2024,2,CORDOBA,11.0,88,"(10, 20]"
2024,2,CORDOBA,60.0,5835,"(50, 60]"
2024,2,CORDOBA,6.4,5,"(0, 10]"
2024,2,CORDOBA,0.256,4,"(0, 10]"
2024,2,CORDOBA,30.0,6747,"(20, 30]"
2024,2,CORDOBA,6.0,51204,"(0, 10]"
2024,2,CORDOBA,,1,
2024,2,CORDOBA,100.1,1,"(100, 110]"
2024,2,CORDOBA,3.0,22498,"(0, 10]"
2024,2,CORDOBA,3.3,3,"(0, 10]"
2024,2,CORDOBA,,6233,
2024,2,CORDOBA,,1,
2024,2,CORDOBA,14.0,9,"(10, 20]"
2024,2,CORDOBA,0.5,87,"(0, 10]"
2024,2,CORDOBA,0.0,16863,
2024,2,CORDOBA,150.0,27,"(140, 150]"
2024,2,CORRIENTES,30.0,653,"(20, 30]"
2024,2,CORRIENTES,6.0,6020,"(0, 10]"
2024,2,CORRIENTES,3.0,4565,"(0, 10]"
2024,2,CORRIENTES,,1,
2024,2,CORRIENTES,,443,
2024,2,CORRIENTES,40.0,2834,"(30, 40]"
2024,2,CORRIENTES,12.0,8,"(10, 20]"
2024,2,CORRIENTES,120.0,1708,"(110, 120]"
2024,2,CORRIENTES,25.0,1421,"(20, 30]"
2024,2,CORRIENTES,5.0,2760,"(0, 10]"
2024,2,CORRIENTES,50.0,32367,"(40, 50]"
2024,2,CORRIENTES,,382,
2024,2,CORRIENTES,20.0,2003,"(10, 20]"
2024,2,CORRIENTES,4.0,1718,"(0, 10]"
2024,2,CORRIENTES,0.512,57,"(0, 10]"
2024,2,CORRIENTES,8.0,4890,"(0, 10]"
2024,2,CORRIENTES,1.0,2396,"(0, 10]"
2024,2,CORRIENTES,16.0,3548,"(10, 20]"
2024,2,CORRIENTES,2.0,1721,"(0, 10]"
2024,2,CORRIENTES,0.75,118,"(0, 10]"
2024,2,CORRIENTES,0.0,5185,
2024,2,CORRIENTES,0.5,10,"(0, 10]"
2024,2,CORRIENTES,,25229,
2024,2,CORRIENTES,100.0,39822,"(90, 100]"
2024,2,CORRIENTES,10.0,10343,"(0, 10]"
2024,2,CORRIENTES,200.0,2650,"(190, 200]"
2024,2,CORRIENTES,,1644,
2024,2,CORRIENTES,15.0,1499,"(10, 20]"
2024,2,CORRIENTES,3.5,480,"(0, 10]"
2024,2,ENTRE RIOS,3.5,390,"(0, 10]"
2024,2,ENTRE RIOS,,154,
2024,2,ENTRE RIOS,100.0,74647,"(90, 100]"
2024,2,ENTRE RIOS,10.0,46176,"(0, 10]"
2024,2,ENTRE RIOS,20.0,9111,"(10, 20]"
2024,2,ENTRE RIOS,200.0,2125,"(190, 200]"
2024,2,ENTRE RIOS,16.0,1,"(10, 20]"
2024,2,ENTRE RIOS,8.0,2399,"(0, 10]"
2024,2,ENTRE RIOS,5.0,5417,"(0, 10]"
2024,2,ENTRE RIOS,1.0,4010,"(0, 10]"
2024,2,ENTRE RIOS,4.0,2334,"(0, 10]"
2024,2,ENTRE RIOS,0.75,113,"(0, 10]"
2024,2,ENTRE RIOS,150.0,1,"(140, 150]"
2024,2,ENTRE RIOS,7.0,358,"(0, 10]"
2024,2,ENTRE RIOS,2.0,4307,"(0, 10]"
2024,2,ENTRE RIOS,0.5,20,"(0, 10]"
2024,2,ENTRE RIOS,25.0,862,"(20, 30]"
2024,2,ENTRE RIOS,0.512,86,"(0, 10]"
2024,2,ENTRE RIOS,0.256,1,"(0, 10]"
2024,2,ENTRE RIOS,120.0,703,"(110, 120]"
2024,2,ENTRE RIOS,50.0,40822,"(40, 50]"
2024,2,ENTRE RIOS,12.0,1486,"(10, 20]"
2024,2,ENTRE RIOS,6.0,13903,"(0, 10]"
2024,2,ENTRE RIOS,,2976,
2024,2,ENTRE RIOS,15.0,4642,"(10, 20]"
2024,2,ENTRE RIOS,3.0,7006,"(0, 10]"
2024,2,ENTRE RIOS,0.0,13979,
2024,2,ENTRE RIOS,,48944,
2024,2,ENTRE RIOS,,962,
2024,2,ENTRE RIOS,30.0,6376,"(20, 30]"
2024,2,FORMOSA,20.0,2727,"(10, 20]"
2024,2,FORMOSA,100.0,13013,"(90, 100]"
2024,2,FORMOSA,10.0,10594,"(0, 10]"
2024,2,FORMOSA,50.0,1430,"(40, 50]"
2024,2,FORMOSA,4.0,3296,"(0, 10]"
2024,2,FORMOSA,2.0,1424,"(0, 10]"
2024,2,FORMOSA,40.0,22,"(30, 40]"
2024,2,FORMOSA,0.0,291,
2024,2,FORMOSA,1.0,142,"(0, 10]"
2024,2,FORMOSA,,161,
2024,2,FORMOSA,25.0,8,"(20, 30]"
2024,2,FORMOSA,5.0,2016,"(0, 10]"
2024,2,FORMOSA,12.0,40,"(10, 20]"
2024,2,FORMOSA,3.0,10162,"(0, 10]"
2024,2,FORMOSA,0.256,1,"(0, 10]"
2024,2,FORMOSA,,10428,
2024,2,FORMOSA,15.0,1222,"(10, 20]"
2024,2,FORMOSA,6.0,4850,"(0, 10]"
2024,2,FORMOSA,8.0,162,"(0, 10]"
2024,2,FORMOSA,0.5,49,"(0, 10]"
2024,2,FORMOSA,35.0,3,"(30, 40]"
2024,2,FORMOSA,7.0,108,"(0, 10]"
2024,2,FORMOSA,30.0,286,"(20, 30]"
2024,2,FORMOSA,0.512,35,"(0, 10]"
2024,2,FORMOSA,,480,
2024,2,JUJUY,0.512,33,"(0, 10]"
2024,2,JUJUY,100.0,10975,"(90, 100]"
2024,2,JUJUY,18.0,4,"(10, 20]"
2024,2,JUJUY,8.0,949,"(0, 10]"
2024,2,JUJUY,3.0,1739,"(0, 10]"
2024,2,JUJUY,15.0,181,"(10, 20]"
2024,2,JUJUY,75.0,1,"(70, 80]"
2024,2,JUJUY,2.0,1639,"(0, 10]"
2024,2,JUJUY,20.0,4503,"(10, 20]"
2024,2,JUJUY,200.0,1,"(190, 200]"
2024,2,JUJUY,4.0,2889,"(0, 10]"
2024,2,JUJUY,,4858,
2024,2,JUJUY,0.5,26,"(0, 10]"
2024,2,JUJUY,,26,
2024,2,JUJUY,,246,
2024,2,JUJUY,,200,
2024,2,JUJUY,1.0,1213,"(0, 10]"
2024,2,JUJUY,7.0,10,"(0, 10]"
2024,2,JUJUY,,389,
2024,2,JUJUY,0.0,1943,
2024,2,JUJUY,12.0,23495,"(10, 20]"
2024,2,JUJUY,165.0,2,"(160, 170]"
2024,2,JUJUY,41.0,1,"(40, 50]"
2024,2,JUJUY,6.0,2068,"(0, 10]"
2024,2,JUJUY,30.0,679,"(20, 30]"
2024,2,JUJUY,10.0,13189,"(0, 10]"
2024,2,JUJUY,5.0,3501,"(0, 10]"
2024,2,JUJUY,50.0,44916,"(40, 50]"
2024,2,JUJUY,25.0,8,"(20, 30]"
2024,2,LA PAMPA,100.0,7465,"(90, 100]"
2024,2,LA PAMPA,20.0,10159,"(10, 20]"
2024,2,LA PAMPA,4.0,2619,"(0, 10]"
2024,2,LA PAMPA,8.0,1570,"(0, 10]"
2024,2,LA PAMPA,25.0,1543,"(20, 30]"
2024,2,LA PAMPA,2.0,2049,"(0, 10]"
2024,2,LA PAMPA,40.0,3065,"(30, 40]"
2024,2,LA PAMPA,0.75,143,"(0, 10]"
2024,2,LA PAMPA,1.0,1187,"(0, 10]"
2024,2,LA PAMPA,10.0,14931,"(0, 10]"
2024,2,LA PAMPA,75.0,3,"(70, 80]"
2024,2,LA PAMPA,5.0,2243,"(0, 10]"
2024,2,LA PAMPA,12.0,1,"(10, 20]"
2024,2,LA PAMPA,120.0,1536,"(110, 120]"
2024,2,LA PAMPA,3.0,6196,"(0, 10]"
2024,2,LA PAMPA,,14,
2024,2,LA PAMPA,6.0,28188,"(0, 10]"
2024,2,LA PAMPA,30.0,3628,"(20, 30]"
2024,2,LA PAMPA,50.0,23820,"(40, 50]"
2024,2,LA PAMPA,0.5,6,"(0, 10]"
2024,2,LA PAMPA,0.0,1601,
2024,2,LA PAMPA,0.512,62,"(0, 10]"
2024,2,LA PAMPA,35.0,1,"(30, 40]"
2024,2,LA PAMPA,60.0,2098,"(50, 60]"
2024,2,LA PAMPA,,591,
2024,2,LA PAMPA,1.5,185,"(0, 10]"
2024,2,LA PAMPA,3.5,2327,"(0, 10]"
2024,2,LA PAMPA,0.256,3,"(0, 10]"
2024,2,LA PAMPA,200.0,10,"(190, 200]"
2024,2,LA PAMPA,80.0,95,"(70, 80]"
2024,2,LA PAMPA,,6,
2024,2,LA PAMPA,7.0,516,"(0, 10]"
2024,2,LA PAMPA,,209,
2024,2,LA PAMPA,15.0,5193,"(10, 20]"
2024,2,LA RIOJA,0.5,9,"(0, 10]"
2024,2,LA RIOJA,0.512,9,"(0, 10]"
2024,2,LA RIOJA,,6119,
2024,2,LA RIOJA,0.0,0,
2024,2,LA RIOJA,200.0,137,"(190, 200]"
2024,2,LA RIOJA,5.0,181,"(0, 10]"
2024,2,LA RIOJA,15.0,244,"(10, 20]"
2024,2,LA RIOJA,,35,
2024,2,LA RIOJA,0.256,1,"(0, 10]"
2024,2,LA RIOJA,50.0,37326,"(40, 50]"
2024,2,LA RIOJA,10.0,1211,"(0, 10]"
2024,2,LA RIOJA,100.0,11407,"(90, 100]"
2024,2,LA RIOJA,8.0,85,"(0, 10]"
2024,2,LA RIOJA,4.0,2,"(0, 10]"
2024,2,LA RIOJA,6.0,592,"(0, 10]"
2024,2,LA RIOJA,30.0,4501,"(20, 30]"
2024,2,LA RIOJA,3.0,341,"(0, 10]"
2024,2,LA RIOJA,20.0,9080,"(10, 20]"
2024,2,LA RIOJA,12.0,15357,"(10, 20]"
2024,2,LA RIOJA,24.0,43,"(20, 30]"
2024,2,LA RIOJA,11.0,22,"(10, 20]"
2024,2,LA RIOJA,1.0,377,"(0, 10]"
2024,2,LA RIOJA,2.0,8,"(0, 10]"
2024,2,LA RIOJA,,394,
2024,2,MENDOZA,3.5,10699,"(0, 10]"
2024,2,MENDOZA,4.0,1584,"(0, 10]"
2024,2,MENDOZA,10.0,8838,"(0, 10]"
2024,2,MENDOZA,50.0,104994,"(40, 50]"
2024,2,MENDOZA,8.0,10779,"(0, 10]"
2024,2,MENDOZA,70.0,1,"(60, 70]"
2024,2,MENDOZA,5.0,1083,"(0, 10]"
2024,2,MENDOZA,200.0,558,"(190, 200]"
2024,2,MENDOZA,40.0,4,"(30, 40]"
2024,2,MENDOZA,1.5,1348,"(0, 10]"
2024,2,MENDOZA,90.0,2,"(80, 90]"
2024,2,MENDOZA,100.0,31890,"(90, 100]"
2024,2,MENDOZA,2.0,3034,"(0, 10]"
2024,2,MENDOZA,1.0,2208,"(0, 10]"
2024,2,MENDOZA,120.0,1,"(110, 120]"
2024,2,MENDOZA,24.0,537,"(20, 30]"
2024,2,MENDOZA,41.0,1,"(40, 50]"
2024,2,MENDOZA,25.0,155,"(20, 30]"
2024,2,MENDOZA,6.0,13877,"(0, 10]"
2024,2,MENDOZA,30.0,52889,"(20, 30]"
2024,2,MENDOZA,,13189,
2024,2,MENDOZA,0.0,5561,
2024,2,MENDOZA,0.512,20,"(0, 10]"
2024,2,MENDOZA,20.0,6454,"(10, 20]"
2024,2,MENDOZA,9.0,1237,"(0, 10]"
2024,2,MENDOZA,3.0,4178,"(0, 10]"
2024,2,MENDOZA,0.5,86,"(0, 10]"
2024,2,MENDOZA,,1762,
2024,2,MENDOZA,,75,
2024,2,MENDOZA,,661,
2024,2,MENDOZA,15.0,19102,"(10, 20]"
2024,2,MENDOZA,7.0,11,"(0, 10]"
2024,2,MENDOZA,0.75,737,"(0, 10]"
2024,2,MENDOZA,36.0,2,"(30, 40]"
2024,2,MENDOZA,0.256,2,"(0, 10]"
2024,2,MENDOZA,12.0,4093,"(10, 20]"
2024,2,MENDOZA,45.0,1,"(40, 50]"
2024,2,MISIONES,3.5,4,"(0, 10]"
2024,2,MISIONES,7.0,7855,"(0, 10]"
2024,2,MISIONES,200.0,5092,"(190, 200]"
2024,2,MISIONES,40.0,71,"(30, 40]"
2024,2,MISIONES,,198,
2024,2,MISIONES,20.0,8126,"(10, 20]"
2024,2,MISIONES,10.0,19086,"(0, 10]"
2024,2,MISIONES,150.0,1027,"(140, 150]"
2024,2,MISIONES,,25897,
2024,2,MISIONES,,5,
2024,2,MISIONES,3.0,3698,"(0, 10]"
2024,2,MISIONES,,255,
2024,2,MISIONES,50.0,38297,"(40, 50]"
2024,2,MISIONES,5.0,3170,"(0, 10]"
2024,2,MISIONES,11.0,1,"(10, 20]"
2024,2,MISIONES,100.0,52864,"(90, 100]"
2024,2,MISIONES,15.0,1047,"(10, 20]"
2024,2,MISIONES,,1237,
2024,2,MISIONES,0.512,4,"(0, 10]"
2024,2,MISIONES,45.0,28,"(40, 50]"
2024,2,MISIONES,0.5,47,"(0, 10]"
2024,2,MISIONES,,2005,
2024,2,MISIONES,2.0,11019,"(0, 10]"
2024,2,MISIONES,6.0,6577,"(0, 10]"
2024,2,MISIONES,4.0,1705,"(0, 10]"
2024,2,MISIONES,8.0,29,"(0, 10]"
2024,2,MISIONES,30.0,4453,"(20, 30]"
2024,2,MISIONES,0.0,9027,
2024,2,MISIONES,60.0,19,"(50, 60]"
2024,2,MISIONES,25.0,7,"(20, 30]"
2024,2,MISIONES,120.0,492,"(110, 120]"
2024,2,MISIONES,1.0,3096,"(0, 10]"
2024,2,MISIONES,12.0,116,"(10, 20]"
2024,2,NEUQUEN,1.0,532,"(0, 10]"
2024,2,NEUQUEN,50.0,8439,"(40, 50]"
2024,2,NEUQUEN,10.0,7113,"(0, 10]"
2024,2,NEUQUEN,2.0,1626,"(0, 10]"
2024,2,NEUQUEN,0.5,62,"(0, 10]"
2024,2,NEUQUEN,14.0,1,"(10, 20]"
2024,2,NEUQUEN,0.75,458,"(0, 10]"
2024,2,NEUQUEN,,1,
2024,2,NEUQUEN,40.0,66,"(30, 40]"
