Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
Florencio Varela,Florencio Varela,6274010,75.0,BUENOS AIRES,18.0
Florencio Varela,Florencio Varela,6274010,100.0,BUENOS AIRES,3625.0
Florencio Varela,Florencio Varela,6274010,150.0,BUENOS AIRES,4385.0
Florencio Varela,Florencio Varela,6274010,300.0,BUENOS AIRES,8965.0
Florencio Varela,Florencio Varela,6274010,500.0,BUENOS AIRES,911.0
Florencio Varela,Florencio Varela,6274010,600.0,BUENOS AIRES,393.0
Florencio Varela,Florencio Varela,6274010,1000.0,BUENOS AIRES,1139.0
Florencio Varela,Gobernador Julio A. Costa,6274010,0.75,BUENOS AIRES,3.0
Florencio Varela,Gobernador Julio A. Costa,6274010,3.5,BUENOS AIRES,8.0
Florencio Varela,Gobernador Julio A. Costa,6274010,5.0,BUENOS AIRES,1.0
Florencio Varela,Gobernador Julio A. Costa,6274010,8.0,BUENOS AIRES,2.0
Florencio Varela,Gobernador Julio A. Costa,6274010,10.0,BUENOS AIRES,90.0
Florencio Varela,Gobernador Julio A. Costa,6274010,30.0,BUENOS AIRES,2.0
Florencio Varela,Gobernador Julio A. Costa,6274010,50.0,BUENOS AIRES,1088.0
Florencio Varela,Gobernador Julio A. Costa,6274010,60.0,BUENOS AIRES,76.0
Florencio Varela,Gobernador Julio A. Costa,6274010,75.0,BUENOS AIRES,2.0
Florencio Varela,Gobernador Julio A. Costa,6274010,100.0,BUENOS AIRES,1238.0
Florencio Varela,Gobernador Julio A. Costa,6274010,150.0,BUENOS AIRES,1955.0
Florencio Varela,Gobernador Julio A. Costa,6274010,300.0,BUENOS AIRES,3853.0
Florencio Varela,Gobernador Julio A. Costa,6274010,500.0,BUENOS AIRES,456.0
Florencio Varela,Gobernador Julio A. Costa,6274010,600.0,BUENOS AIRES,246.0
Florencio Varela,Gobernador Julio A. Costa,6274010,1000.0,BUENOS AIRES,439.0
Florencio Varela,Ingeniero Juan Allan,6274010,1.0,BUENOS AIRES,920.0
Florencio Varela,Ingeniero Juan Allan,6274010,5.0,BUENOS AIRES,9.0
Florencio Varela,Ingeniero Juan Allan,6274010,10.0,BUENOS AIRES,65.0
Florencio Varela,Ingeniero Juan Allan,6274010,20.0,BUENOS AIRES,3.0
Florencio Varela,Ingeniero Juan Allan,6274010,30.0,BUENOS AIRES,908.0
Florencio Varela,Ingeniero Juan Allan,6274010,50.0,BUENOS AIRES,326.0
Florencio Varela,Ingeniero Juan Allan,6274010,60.0,BUENOS AIRES,57.0
Florencio Varela,Ingeniero Juan Allan,6274010,75.0,BUENOS AIRES,8.0
Florencio Varela,Ingeniero Juan Allan,6274010,100.0,BUENOS AIRES,271.0
Florencio Varela,Ingeniero Juan Allan,6274010,150.0,BUENOS AIRES,2016.0
Florencio Varela,Ingeniero Juan Allan,6274010,300.0,BUENOS AIRES,2238.0
Florencio Varela,Ingeniero Juan Allan,6274010,500.0,BUENOS AIRES,549.0
Florencio Varela,Ingeniero Juan Allan,6274010,600.0,BUENOS AIRES,33.0
Florencio Varela,Ingeniero Juan Allan,6274010,1000.0,BUENOS AIRES,406.0
Florencio Varela,La Capilla,6274010,30.0,BUENOS AIRES,2.0
Florencio Varela,la rotonda,6274010,1.0,BUENOS AIRES,72.0
Florencio Varela,Villa Brown,6274010,50.0,BUENOS AIRES,99.0
Florencio Varela,Villa Brown,6274010,60.0,BUENOS AIRES,27.0
Florencio Varela,Villa Brown,6274010,100.0,BUENOS AIRES,156.0
Florencio Varela,Villa Brown,6274010,150.0,BUENOS AIRES,188.0
Florencio Varela,Villa Brown,6274010,300.0,BUENOS AIRES,208.0
Florencio Varela,Villa Brown,6274010,500.0,BUENOS AIRES,30.0
Florencio Varela,Villa Brown,6274010,600.0,BUENOS AIRES,12.0
Florencio Varela,Villa Brown,6274010,1000.0,BUENOS AIRES,80.0
Florencio Varela,Villa San Luis,6274010,10.0,BUENOS AIRES,2.0
Florencio Varela,Villa San Luis,6274010,50.0,BUENOS AIRES,108.0
Florencio Varela,Villa San Luis,6274010,60.0,BUENOS AIRES,63.0
Florencio Varela,Villa San Luis,6274010,100.0,BUENOS AIRES,119.0
Florencio Varela,Villa San Luis,6274010,150.0,BUENOS AIRES,322.0
Florencio Varela,Villa San Luis,6274010,300.0,BUENOS AIRES,352.0
Florencio Varela,Villa San Luis,6274010,500.0,BUENOS AIRES,34.0
Florencio Varela,Villa San Luis,6274010,600.0,BUENOS AIRES,22.0
Florencio Varela,Villa San Luis,6274010,1000.0,BUENOS AIRES,91.0
Florencio Varela,Villa Santa Rosa,6274010,3.5,BUENOS AIRES,5.0
Florencio Varela,Villa Santa Rosa,6274010,8.0,BUENOS AIRES,7.0
Florencio Varela,Villa Santa Rosa,6274010,10.0,BUENOS AIRES,81.0
Florencio Varela,Villa Santa Rosa,6274010,15.0,BUENOS AIRES,18.0
Florencio Varela,Villa Santa Rosa,6274010,25.0,BUENOS AIRES,1.0
Florencio Varela,Villa Santa Rosa,6274010,30.0,BUENOS AIRES,226.0
Florencio Varela,Villa Santa Rosa,6274010,50.0,BUENOS AIRES,10.0
Florencio Varela,Villa Santa Rosa,6274010,60.0,BUENOS AIRES,25.0
Florencio Varela,Villa Santa Rosa,6274010,100.0,BUENOS AIRES,24.0
Florencio Varela,Villa Santa Rosa,6274010,150.0,BUENOS AIRES,1001.0
Florencio Varela,Villa Santa Rosa,6274010,300.0,BUENOS AIRES,1368.0
Florencio Varela,Villa Santa Rosa,6274010,500.0,BUENOS AIRES,204.0
Florencio Varela,Villa Santa Rosa,6274010,1000.0,BUENOS AIRES,216.0
Florencio Varela,Villa Vatteone,6274010,3.5,BUENOS AIRES,3.0
Florencio Varela,Villa Vatteone,6274010,8.0,BUENOS AIRES,4.0
Florencio Varela,Villa Vatteone,6274010,10.0,BUENOS AIRES,42.0
Florencio Varela,Villa Vatteone,6274010,15.0,BUENOS AIRES,5.0
Florencio Varela,Villa Vatteone,6274010,30.0,BUENOS AIRES,356.0
Florencio Varela,Villa Vatteone,6274010,50.0,BUENOS AIRES,1568.0
Florencio Varela,Villa Vatteone,6274010,60.0,BUENOS AIRES,38.0
Florencio Varela,Villa Vatteone,6274010,75.0,BUENOS AIRES,2.0
Florencio Varela,Villa Vatteone,6274010,100.0,BUENOS AIRES,1477.0
Florencio Varela,Villa Vatteone,6274010,150.0,BUENOS AIRES,1180.0
Florencio Varela,Villa Vatteone,6274010,300.0,BUENOS AIRES,2173.0
Florencio Varela,Villa Vatteone,6274010,500.0,BUENOS AIRES,273.0
Florencio Varela,Villa Vatteone,6274010,600.0,BUENOS AIRES,113.0
Florencio Varela,Villa Vatteone,6274010,1000.0,BUENOS AIRES,232.0
Florentino Ameghino,Blaquier,6277010,0.512,BUENOS AIRES,1.0
Florentino Ameghino,Blaquier,6277010,3.0,BUENOS AIRES,5.0
Florentino Ameghino,Florentino Ameghino,6277020,1.0,BUENOS AIRES,3.0
Florentino Ameghino,Florentino Ameghino,6277020,2.0,BUENOS AIRES,75.0
Florentino Ameghino,Florentino Ameghino,6277020,4.0,BUENOS AIRES,110.0
Florentino Ameghino,Florentino Ameghino,6277020,6.0,BUENOS AIRES,7.0
Florentino Ameghino,Florentino Ameghino,6277020,8.0,BUENOS AIRES,140.0
Florentino Ameghino,Florentino Ameghino,6277020,10.0,BUENOS AIRES,28.0
Florentino Ameghino,Florentino Ameghino,6277020,15.0,BUENOS AIRES,2.0
Florentino Ameghino,Florentino Ameghino,6277020,20.0,BUENOS AIRES,4.0
Florentino Ameghino,Porvenir,6277030,3.0,BUENOS AIRES,2.0
General Alvarado,Centinela Del Mar,6280005,8.0,BUENOS AIRES,1.0
General Alvarado,Comandante Nicanor Otamendi,6280010,0.5,BUENOS AIRES,1.0
General Alvarado,Comandante Nicanor Otamendi,6280010,1.0,BUENOS AIRES,209.0
General Alvarado,Comandante Nicanor Otamendi,6280010,2.0,BUENOS AIRES,338.0
General Alvarado,Comandante Nicanor Otamendi,6280010,3.0,BUENOS AIRES,76.0
General Alvarado,Comandante Nicanor Otamendi,6280010,5.0,BUENOS AIRES,307.0
General Alvarado,Comandante Nicanor Otamendi,6280010,6.0,BUENOS AIRES,22.0
General Alvarado,Comandante Nicanor Otamendi,6280010,10.0,BUENOS AIRES,7.0
General Alvarado,Comandante Nicanor Otamendi,6280010,12.0,BUENOS AIRES,1.0
General Alvarado,Comandante Nicanor Otamendi,6280010,15.0,BUENOS AIRES,2.0
General Alvarado,Mar del Sur,6280020,1.0,BUENOS AIRES,7.0
General Alvarado,Mar del Sur,6280020,2.0,BUENOS AIRES,30.0
General Alvarado,Mar del Sur,6280020,3.0,BUENOS AIRES,28.0
General Alvarado,Mar del Sur,6280020,4.0,BUENOS AIRES,21.0
General Alvarado,Mar del Sur,6280020,5.0,BUENOS AIRES,42.0
General Alvarado,Mar del Sur,6280020,6.0,BUENOS AIRES,14.0
General Alvarado,Mechongué,6280030,0.0,BUENOS AIRES,256.0
General Alvarado,Mechongué,6280030,3.0,BUENOS AIRES,3.0
General Alvarado,Miramar,6280040,0.5,BUENOS AIRES,1.0
General Alvarado,Miramar,6280040,0.75,BUENOS AIRES,70.0
General Alvarado,Miramar,6280040,1.0,BUENOS AIRES,68.0
General Alvarado,Miramar,6280040,2.0,BUENOS AIRES,181.0
General Alvarado,Miramar,6280040,3.0,BUENOS AIRES,93.0
General Alvarado,Miramar,6280040,3.5,BUENOS AIRES,1064.0
General Alvarado,Miramar,6280040,4.0,BUENOS AIRES,78.0
General Alvarado,Miramar,6280040,5.0,BUENOS AIRES,34.0
General Alvarado,Miramar,6280040,6.0,BUENOS AIRES,213.0
General Alvarado,Miramar,6280040,7.0,BUENOS AIRES,2.0
General Alvarado,Miramar,6280040,8.0,BUENOS AIRES,2059.0
General Alvarado,Miramar,6280040,10.0,BUENOS AIRES,206.0
General Alvarado,Miramar,6280040,15.0,BUENOS AIRES,1843.0
General Alvarado,Miramar,6280040,20.0,BUENOS AIRES,973.0
General Alvarado,Miramar,6280040,25.0,BUENOS AIRES,3.0
General Alvarado,Miramar,6280040,30.0,BUENOS AIRES,9.0
General Alvarado,Miramar,6280040,50.0,BUENOS AIRES,1453.0
General Alvarado,Miramar,6280040,100.0,BUENOS AIRES,2450.0
General Alvarado,Miramar,6280040,300.0,BUENOS AIRES,354.0
General Alvarado,Miramar,6280040,500.0,BUENOS AIRES,15.0
General Alvarado,Miramar,6280040,1000.0,BUENOS AIRES,14.0
General Alvear,General Alvear,6287010,10.0,BUENOS AIRES,41.0
General Alvear,General Alvear,6287010,20.0,BUENOS AIRES,40.0
General Arenales,Arribeños,6294010,0.0,BUENOS AIRES,1.0
General Arenales,Arribeños,6294010,1.0,BUENOS AIRES,12.0
General Arenales,Arribeños,6294010,2.0,BUENOS AIRES,107.0
General Arenales,Arribeños,6294010,3.0,BUENOS AIRES,404.0
General Arenales,Arribeños,6294010,4.0,BUENOS AIRES,215.0
General Arenales,Arribeños,6294010,5.0,BUENOS AIRES,1.0
General Arenales,Arribeños,6294010,6.0,BUENOS AIRES,157.0
General Arenales,Arribeños,6294010,10.0,BUENOS AIRES,259.0
General Arenales,Arribeños,6294010,15.0,BUENOS AIRES,1.0
General Arenales,Arribeños,6294010,20.0,BUENOS AIRES,32.0
General Arenales,Arribeños,6294010,50.0,BUENOS AIRES,12.0
General Arenales,Ascensión,6294020,3.0,BUENOS AIRES,395.0
General Arenales,Ascensión,6294020,6.0,BUENOS AIRES,140.0
General Arenales,Ascensión,6294020,8.0,BUENOS AIRES,1450.0
General Arenales,Ferré,6294040,1.0,BUENOS AIRES,43.0
General Arenales,Ferré,6294040,3.0,BUENOS AIRES,152.0
General Arenales,Ferré,6294040,4.0,BUENOS AIRES,280.0
General Arenales,Ferré,6294040,5.0,BUENOS AIRES,187.0
General Arenales,Ferré,6294040,6.0,BUENOS AIRES,58.0
General Arenales,Ferré,6294040,7.0,BUENOS AIRES,68.0
General Arenales,Ferré,6294040,10.0,BUENOS AIRES,76.0
General Arenales,Ferré,6294040,15.0,BUENOS AIRES,18.0
General Arenales,Ferré,6294040,20.0,BUENOS AIRES,30.0
General Arenales,Ferré,6294040,25.0,BUENOS AIRES,5.0
General Arenales,Ferré,6294040,30.0,BUENOS AIRES,1.0
General Arenales,Ferré,6294040,50.0,BUENOS AIRES,3.0
General Arenales,Ferré,6294040,100.0,BUENOS AIRES,5.0
General Arenales,General Arenales,6294050,3.0,BUENOS AIRES,863.0
General Arenales,General Arenales,6294050,4.0,BUENOS AIRES,248.0
General Arenales,General Arenales,6294050,6.0,BUENOS AIRES,115.0
General Arenales,General Arenales,6294050,9.0,BUENOS AIRES,215.0
General Arenales,General Arenales,6294050,10.0,BUENOS AIRES,11.0
General Arenales,General Arenales,6294050,18.0,BUENOS AIRES,164.0
General Arenales,General Arenales,6294050,20.0,BUENOS AIRES,4.0
General Arenales,General Arenales,6294050,25.0,BUENOS AIRES,41.0
General Arenales,General Arenales,6294050,50.0,BUENOS AIRES,6.0
General Arenales,General Arenales,6294050,100.0,BUENOS AIRES,4.0
General Arenales,La Angelita,6294060,2.0,BUENOS AIRES,73.0
General Arenales,La Angelita,6294060,8.0,BUENOS AIRES,28.0
General Arenales,La Trinidad,6294070,3.0,BUENOS AIRES,15.0
General Arenales,La Trinidad,6294070,4.0,BUENOS AIRES,71.0
General Arenales,La Trinidad,6294070,5.0,BUENOS AIRES,1.0
General Arenales,La Trinidad,6294070,6.0,BUENOS AIRES,40.0
General Arenales,La Trinidad,6294070,15.0,BUENOS AIRES,3.0
General Arenales,La Trinidad,6294070,100.0,BUENOS AIRES,1.0
General Belgrano,General Belgrano,6301010,0.0,BUENOS AIRES,1917.0
General Belgrano,General Belgrano,6301010,0.5,BUENOS AIRES,1.0
General Belgrano,General Belgrano,6301010,0.75,BUENOS AIRES,7.0
General Belgrano,General Belgrano,6301010,2.0,BUENOS AIRES,17.0
General Belgrano,General Belgrano,6301010,3.0,BUENOS AIRES,34.0
General Belgrano,General Belgrano,6301010,3.5,BUENOS AIRES,111.0
General Belgrano,General Belgrano,6301010,6.0,BUENOS AIRES,460.0
General Belgrano,General Belgrano,6301010,8.0,BUENOS AIRES,363.0
General Belgrano,General Belgrano,6301010,10.0,BUENOS AIRES,71.0
General Belgrano,General Belgrano,6301010,12.0,BUENOS AIRES,155.0
General Belgrano,General Belgrano,6301010,13.0,BUENOS AIRES,5.0
General Belgrano,General Belgrano,6301010,15.0,BUENOS AIRES,299.0
General Belgrano,General Belgrano,6301010,20.0,BUENOS AIRES,16.0
General Belgrano,General Belgrano,6301010,23.0,BUENOS AIRES,1.0
General Belgrano,General Belgrano,6301010,30.0,BUENOS AIRES,8.0
General Belgrano,Gorchs,6301020,0.512,BUENOS AIRES,1.0
General Belgrano,Gorchs,6301020,4.0,BUENOS AIRES,5.0
General Belgrano,Gorchs,6301020,6.0,BUENOS AIRES,15.0
General Belgrano,Gorchs,6301020,8.0,BUENOS AIRES,12.0
General Belgrano,Gorchs,6301020,12.0,BUENOS AIRES,9.0
General Belgrano,Gorchs,6301020,15.0,BUENOS AIRES,2.0
General Belgrano,Gorchs,6301020,30.0,BUENOS AIRES,1.0
General Guido,General Guido,6308010,1.0,BUENOS AIRES,66.0
General Guido,General Guido,6308010,5.0,BUENOS AIRES,5.0
General Guido,General Guido,6308010,8.0,BUENOS AIRES,162.0
General Guido,General Guido,6308010,15.0,BUENOS AIRES,88.0
General Guido,General Guido,6308010,25.0,BUENOS AIRES,103.0
General Guido,General Guido,6308010,35.0,BUENOS AIRES,106.0
General Guido,Labarden,6308020,1.0,BUENOS AIRES,45.0
General Guido,Labarden,6308020,3.0,BUENOS AIRES,27.0
General Juan Madariaga,General Juan Madariaga,6315010,0.75,BUENOS AIRES,6.0
General Juan Madariaga,General Juan Madariaga,6315010,2.0,BUENOS AIRES,1.0
General Juan Madariaga,General Juan Madariaga,6315010,3.5,BUENOS AIRES,140.0
General Juan Madariaga,General Juan Madariaga,6315010,4.0,BUENOS AIRES,1.0
General Juan Madariaga,General Juan Madariaga,6315010,6.0,BUENOS AIRES,3764.0
General Juan Madariaga,General Juan Madariaga,6315010,8.0,BUENOS AIRES,161.0
General Juan Madariaga,General Juan Madariaga,6315010,10.0,BUENOS AIRES,165.0
General Juan Madariaga,General Juan Madariaga,6315010,15.0,BUENOS AIRES,145.0
General Juan Madariaga,General Juan Madariaga,6315010,20.0,BUENOS AIRES,1162.0
General Juan Madariaga,General Juan Madariaga,6315010,30.0,BUENOS AIRES,269.0
General Juan Madariaga,General Juan Madariaga,6315010,50.0,BUENOS AIRES,983.0
General Juan Madariaga,General Juan Madariaga,6315010,100.0,BUENOS AIRES,304.0
General La Madrid,General La Madrid,6322010,0.75,BUENOS AIRES,100.0
General La Madrid,General La Madrid,6322010,3.5,BUENOS AIRES,1173.0
General La Madrid,General La Madrid,6322010,8.0,BUENOS AIRES,782.0
General La Madrid,General La Madrid,6322010,10.0,BUENOS AIRES,110.0
General La Madrid,General La Madrid,6322010,15.0,BUENOS AIRES,1331.0
General La Madrid,General La Madrid,6322010,30.0,BUENOS AIRES,47.0
General La Madrid,General La Madrid,6322010,31.0,BUENOS AIRES,381.0
General La Madrid,General La Madrid,6322010,61.0,BUENOS AIRES,19.0
General La Madrid,General La Madrid,6322010,100.0,BUENOS AIRES,3.0
General La Madrid,Las Martinetas,6322030,9.0,BUENOS AIRES,14.0
General La Madrid,Las Martinetas,6322030,16.0,BUENOS AIRES,2.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,0.0,BUENOS AIRES,2222.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,0.5,BUENOS AIRES,1.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,0.75,BUENOS AIRES,6.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,1.0,BUENOS AIRES,1.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,3.5,BUENOS AIRES,121.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,8.0,BUENOS AIRES,61.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,10.0,BUENOS AIRES,1.0
General Las Heras,General Las Heras  (Est. Las Heras),6329020,15.0,BUENOS AIRES,84.0
General Las Heras,Lozano,6329020,0.5,BUENOS AIRES,1.0
General Las Heras,Villars,6329060,0.0,BUENOS AIRES,1.0
General Las Heras,Villars,6329060,8.0,BUENOS AIRES,2.0
General Las Heras,Villars,6329060,24.0,BUENOS AIRES,1.0
General Las Heras,Villars,6329060,40.0,BUENOS AIRES,26.0
General Las Heras,Villars,6329060,48.0,BUENOS AIRES,2.0
General Las Heras,Villars,6329060,80.0,BUENOS AIRES,195.0
General Las Heras,Villars,6329060,160.0,BUENOS AIRES,23.0
General Las Heras,Villars,6329060,240.0,BUENOS AIRES,18.0
General Las Heras,Villars,6329060,320.0,BUENOS AIRES,3.0
General Lavalle,Chacras de San Clemente,6336020,4.0,BUENOS AIRES,1.0
General Lavalle,General Lavalle,6336020,0.0,BUENOS AIRES,68.0
General Lavalle,General Lavalle,6336020,0.512,BUENOS AIRES,1.0
General Lavalle,General Lavalle,6336020,4.0,BUENOS AIRES,156.0
General Lavalle,General Lavalle,6336020,6.0,BUENOS AIRES,203.0
General Lavalle,General Lavalle,6336020,100.0,BUENOS AIRES,4.0
General Lavalle,OTROS,Sin Datos,30.0,BUENOS AIRES,1.0
General Lavalle,Pavón,6336030,4.0,BUENOS AIRES,3.0
General Lavalle,Pavón,6336030,60.0,BUENOS AIRES,192.0
General Lavalle,Pavón,6336030,120.0,BUENOS AIRES,29.0
General Lavalle,Pavón,6336030,240.0,BUENOS AIRES,2.0
General Paz,Loma Verde,6343020,2.0,BUENOS AIRES,72.0
General Paz,Loma Verde,6343020,3.0,BUENOS AIRES,30.0
General Paz,Loma Verde,6343020,7.0,BUENOS AIRES,103.0
General Paz,Ranchos,6343030,0.0,BUENOS AIRES,11.0
General Paz,Ranchos,6343030,2.0,BUENOS AIRES,465.0
General Paz,Ranchos,6343030,3.0,BUENOS AIRES,467.0
General Paz,Ranchos,6343030,3.5,BUENOS AIRES,24.0
General Paz,Ranchos,6343030,7.0,BUENOS AIRES,810.0
General Paz,Ranchos,6343030,8.0,BUENOS AIRES,75.0
General Paz,Ranchos,6343030,10.0,BUENOS AIRES,51.0
General Paz,Ranchos,6343030,13.0,BUENOS AIRES,4.0
General Paz,Ranchos,6343030,15.0,BUENOS AIRES,1351.0
General Paz,Ranchos,6343030,20.0,BUENOS AIRES,173.0
General Paz,Ranchos,6343030,30.0,BUENOS AIRES,304.0
General Paz,Ranchos,6343030,50.0,BUENOS AIRES,30.0
General Paz,Villanueva  (Ap. Río Salado),6343040,2.0,BUENOS AIRES,44.0
General Paz,Villanueva  (Ap. Río Salado),6343040,3.0,BUENOS AIRES,36.0
General Paz,Villanueva  (Ap. Río Salado),6343040,6.0,BUENOS AIRES,9.0
General Paz,Villanueva  (Ap. Río Salado),6343040,7.0,BUENOS AIRES,52.0
General Paz,Villanueva  (Ap. Río Salado),6343040,8.0,BUENOS AIRES,16.0
General Paz,Villanueva  (Ap. Río Salado),6343040,12.0,BUENOS AIRES,7.0
General Paz,Villanueva  (Ap. Río Salado),6343040,15.0,BUENOS AIRES,1.0
General Paz,Villanueva  (Ap. Río Salado),6343040,30.0,BUENOS AIRES,1.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,0.0,BUENOS AIRES,1.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,1.0,BUENOS AIRES,45.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,2.0,BUENOS AIRES,63.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,3.0,BUENOS AIRES,53.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,4.0,BUENOS AIRES,2.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,5.0,BUENOS AIRES,13.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,10.0,BUENOS AIRES,85.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,15.0,BUENOS AIRES,2.0
General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,20.0,BUENOS AIRES,6.0
General Pinto,General Pinto,6351020,0.5,BUENOS AIRES,1.0
General Pinto,Germania  (Est. Mayor José Orellano),6351030,3.0,BUENOS AIRES,1112.0
General Pinto,Villa Francia  (Est. Coronel Granada),6351040,0.5,BUENOS AIRES,2.0
General Pinto,Villa Francia  (Est. Coronel Granada),6351040,5.0,BUENOS AIRES,332.0
General Pueyrredón,Barrio Colinas Verdes,6351020,6.0,BUENOS AIRES,27.0
General Pueyrredón,Barrio Colinas Verdes,6351020,8.0,BUENOS AIRES,5.0
General Pueyrredón,Barrio Colinas Verdes,6351020,10.0,BUENOS AIRES,20.0
General Pueyrredón,Barrio Colinas Verdes,6351020,15.0,BUENOS AIRES,3.0
General Pueyrredón,Barrio El Boquerón,6357020,5.0,BUENOS AIRES,4.0
General Pueyrredón,Barrio El Boquerón,6357020,6.0,BUENOS AIRES,51.0
General Pueyrredón,Barrio El Boquerón,6357020,10.0,BUENOS AIRES,11.0
General Pueyrredón,Barrio El Boquerón,6357020,12.0,BUENOS AIRES,16.0
General Pueyrredón,Barrio El Boquerón,6357020,15.0,BUENOS AIRES,11.0
General Pueyrredón,Barrio El Boquerón,6357020,25.0,BUENOS AIRES,4.0
General Pueyrredón,Barrio El Boquerón,6357020,30.0,BUENOS AIRES,2.0
General Pueyrredón,Barrio El Casal,6357110,6.0,BUENOS AIRES,42.0
General Pueyrredón,Barrio El Casal,6357110,8.0,BUENOS AIRES,5.0
General Pueyrredón,Barrio El Casal,6357110,10.0,BUENOS AIRES,36.0
General Pueyrredón,Barrio El Casal,6357110,15.0,BUENOS AIRES,7.0
General Pueyrredón,Barrio El Casal,6357110,25.0,BUENOS AIRES,4.0
General Pueyrredón,Barrio El Coyunco,6357110,6.0,BUENOS AIRES,60.0
General Pueyrredón,Barrio El Coyunco,6357110,10.0,BUENOS AIRES,9.0
General Pueyrredón,Barrio El Coyunco,6357110,12.0,BUENOS AIRES,21.0
General Pueyrredón,Barrio El Coyunco,6357110,15.0,BUENOS AIRES,11.0
General Pueyrredón,Barrio El Coyunco,6357110,20.0,BUENOS AIRES,6.0
General Pueyrredón,Barrio El Coyunco,6357110,25.0,BUENOS AIRES,2.0
General Pueyrredón,Barrio El Coyunco,6357110,30.0,BUENOS AIRES,3.0
General Pueyrredón,Barrio La Gloria,6357050,6.0,BUENOS AIRES,205.0
General Pueyrredón,Barrio La Gloria,6357050,10.0,BUENOS AIRES,35.0
General Pueyrredón,Barrio La Gloria,6357050,12.0,BUENOS AIRES,95.0
General Pueyrredón,Barrio La Gloria,6357050,15.0,BUENOS AIRES,10.0
General Pueyrredón,Barrio La Gloria,6357050,25.0,BUENOS AIRES,5.0
General Pueyrredón,Barrio Santa Paula,6357060,5.0,BUENOS AIRES,2.0
General Pueyrredón,Barrio Santa Paula,6357060,6.0,BUENOS AIRES,61.0
General Pueyrredón,Barrio Santa Paula,6357060,8.0,BUENOS AIRES,7.0
General Pueyrredón,Barrio Santa Paula,6357060,10.0,BUENOS AIRES,58.0
General Pueyrredón,Barrio Santa Paula,6357060,15.0,BUENOS AIRES,72.0
General Pueyrredón,Barrio Santa Paula,6357060,20.0,BUENOS AIRES,19.0
General Pueyrredón,Barrio Santa Paula,6357060,30.0,BUENOS AIRES,2.0
General Pueyrredón,Barrio Santa Paula,6357060,50.0,BUENOS AIRES,3.0
General Pueyrredón,Batán,6357070,0.5,BUENOS AIRES,1.0
General Pueyrredón,Batán,6357070,6.0,BUENOS AIRES,1366.0
General Pueyrredón,Batán,6357070,8.0,BUENOS AIRES,130.0
General Pueyrredón,Batán,6357070,10.0,BUENOS AIRES,431.0
General Pueyrredón,Batán,6357070,12.0,BUENOS AIRES,12.0
General Pueyrredón,Batán,6357070,15.0,BUENOS AIRES,36.0
General Pueyrredón,Batán,6357070,20.0,BUENOS AIRES,7.0
General Pueyrredón,Batán,6357070,25.0,BUENOS AIRES,13.0
General Pueyrredón,Batán,6357070,50.0,BUENOS AIRES,579.0
General Pueyrredón,Batán,6357070,100.0,BUENOS AIRES,860.0
General Pueyrredón,Camet,6357090,4.0,BUENOS AIRES,165.0
General Pueyrredón,Camet,6357090,6.0,BUENOS AIRES,394.0
General Pueyrredón,Camet,6357090,10.0,BUENOS AIRES,296.0
General Pueyrredón,Camet,6357090,12.0,BUENOS AIRES,1.0
General Pueyrredón,Camet,6357090,15.0,BUENOS AIRES,14.0
General Pueyrredón,Camet,6357090,25.0,BUENOS AIRES,686.0
General Pueyrredón,Camet,6357090,50.0,BUENOS AIRES,710.0
General Pueyrredón,Camet,6357090,100.0,BUENOS AIRES,425.0
General Pueyrredón,Chapadmalal,6357080,0.512,BUENOS AIRES,1.0
General Pueyrredón,Chapadmalal,6357080,3.0,BUENOS AIRES,30.0
General Pueyrredón,Chapadmalal,6357080,3.5,BUENOS AIRES,19.0
General Pueyrredón,Chapadmalal,6357080,5.0,BUENOS AIRES,1.0
General Pueyrredón,Chapadmalal,6357080,6.0,BUENOS AIRES,196.0
General Pueyrredón,Chapadmalal,6357080,8.0,BUENOS AIRES,11.0
General Pueyrredón,Chapadmalal,6357080,10.0,BUENOS AIRES,68.0
General Pueyrredón,Chapadmalal,6357080,12.0,BUENOS AIRES,40.0
General Pueyrredón,Chapadmalal,6357080,15.0,BUENOS AIRES,106.0
General Pueyrredón,Chapadmalal,6357080,25.0,BUENOS AIRES,3.0
General Pueyrredón,Chapadmalal,6357080,30.0,BUENOS AIRES,1684.0
General Pueyrredón,El Marquesado,6357090,3.0,BUENOS AIRES,8.0
