Partido,Localidad,link Indec,Velocidad (Mbps),Provincia,Accesos
25 de Mayo,25 de Mayo,6854100,0.0,BUENOS AIRES,1.0
25 de Mayo,25 de Mayo,6854100,0.5,BUENOS AIRES,2.0
25 de Mayo,25 de Mayo,6854100,0.75,BUENOS AIRES,19.0
25 de Mayo,25 de Mayo,6854100,3.0,BUENOS AIRES,85.0
25 de Mayo,25 de Mayo,6854100,3.5,BUENOS AIRES,145.0
25 de Mayo,25 de Mayo,6854100,6.0,BUENOS AIRES,76.0
25 de Mayo,25 de Mayo,6854100,8.0,BUENOS AIRES,299.0
25 de Mayo,25 de Mayo,6854100,10.0,BUENOS AIRES,288.0
25 de Mayo,25 de Mayo,6854100,15.0,BUENOS AIRES,415.0
25 de Mayo,25 de Mayo,6854100,20.0,BUENOS AIRES,1796.0
25 de Mayo,25 de Mayo,6854100,25.0,BUENOS AIRES,144.0
25 de Mayo,25 de Mayo,6854100,30.0,BUENOS AIRES,1501.0
25 de Mayo,25 de Mayo,6854100,40.0,BUENOS AIRES,27.0
25 de Mayo,25 de Mayo,6854100,50.0,BUENOS AIRES,647.0
25 de Mayo,25 de Mayo,6854100,80.0,BUENOS AIRES,9.0
25 de Mayo,25 de Mayo,6854100,100.0,BUENOS AIRES,693.0
25 de Mayo,25 de Mayo,6854100,300.0,BUENOS AIRES,95.0
25 de Mayo,25 de Mayo,6854100,500.0,BUENOS AIRES,3.0
25 de Mayo,Agustín Mosconi,6854010,10.0,BUENOS AIRES,59.0
25 de Mayo,Agustín Mosconi,6854010,20.0,BUENOS AIRES,5.0
25 de Mayo,Del Valle,6854020,0.5,BUENOS AIRES,1.0
25 de Mayo,Del Valle,6854020,3.0,BUENOS AIRES,181.0
25 de Mayo,Del Valle,6854020,10.0,BUENOS AIRES,10.0
25 de Mayo,Ernestina,6854030,5.0,BUENOS AIRES,75.0
25 de Mayo,Gobernador Ugarte,6854040,2.0,BUENOS AIRES,106.0
25 de Mayo,Gobernador Ugarte,6854040,3.0,BUENOS AIRES,3.0
25 de Mayo,Gobernador Ugarte,6854040,4.0,BUENOS AIRES,56.0
25 de Mayo,Gobernador Ugarte,6854040,5.0,BUENOS AIRES,7.0
25 de Mayo,Gobernador Ugarte,6854040,6.0,BUENOS AIRES,3.0
25 de Mayo,Gobernador Ugarte,6854040,8.0,BUENOS AIRES,4.0
25 de Mayo,Gobernador Ugarte,6854040,10.0,BUENOS AIRES,1.0
25 de Mayo,Gobernador Ugarte,6854040,65.0,BUENOS AIRES,1.0
25 de Mayo,Lucas Monteverde,6854050,3.0,BUENOS AIRES,5.0
25 de Mayo,Norberto de la Riestra,6854060,2.0,BUENOS AIRES,174.0
25 de Mayo,Norberto de la Riestra,6854060,3.0,BUENOS AIRES,32.0
25 de Mayo,Norberto de la Riestra,6854060,4.0,BUENOS AIRES,9.0
25 de Mayo,Norberto de la Riestra,6854060,5.0,BUENOS AIRES,8.0
25 de Mayo,Norberto de la Riestra,6854060,6.0,BUENOS AIRES,914.0
25 de Mayo,Norberto de la Riestra,6854060,10.0,BUENOS AIRES,2.0
25 de Mayo,Norberto de la Riestra,6854060,15.0,BUENOS AIRES,322.0
25 de Mayo,Norberto de la Riestra,6854060,25.0,BUENOS AIRES,29.0
25 de Mayo,Norberto de la Riestra,6854060,50.0,BUENOS AIRES,20.0
25 de Mayo,Pedernales,6854070,6.0,BUENOS AIRES,2.0
25 de Mayo,Pedernales,6854070,10.0,BUENOS AIRES,177.0
25 de Mayo,Pedernales,6854070,15.0,BUENOS AIRES,3.0
25 de Mayo,Pedernales,6854070,50.0,BUENOS AIRES,25.0
25 de Mayo,San Enrique,6854080,20.0,BUENOS AIRES,11.0
25 de Mayo,Valdés,6854090,10.0,BUENOS AIRES,245.0
25 de Mayo,Valdés,6854090,20.0,BUENOS AIRES,18.0
9 de Julio,12 de Octubre,6588030,3.0,BUENOS AIRES,11.0
9 de Julio,9 de Julio,6588100,0.75,BUENOS AIRES,9.0
9 de Julio,9 de Julio,6588100,3.0,BUENOS AIRES,198.0
9 de Julio,9 de Julio,6588100,3.5,BUENOS AIRES,114.0
9 de Julio,9 de Julio,6588100,5.0,BUENOS AIRES,154.0
9 de Julio,9 de Julio,6588100,6.0,BUENOS AIRES,4824.0
9 de Julio,9 de Julio,6588100,7.0,BUENOS AIRES,235.0
9 de Julio,9 de Julio,6588100,8.0,BUENOS AIRES,98.0
9 de Julio,9 de Julio,6588100,10.0,BUENOS AIRES,2669.0
9 de Julio,9 de Julio,6588100,15.0,BUENOS AIRES,1239.0
9 de Julio,9 de Julio,6588100,20.0,BUENOS AIRES,1144.0
9 de Julio,9 de Julio,6588100,30.0,BUENOS AIRES,362.0
9 de Julio,9 de Julio,6588100,50.0,BUENOS AIRES,631.0
9 de Julio,9 de Julio,6588100,100.0,BUENOS AIRES,1843.0
9 de Julio,9 de Julio,6588100,300.0,BUENOS AIRES,1068.0
9 de Julio,9 de Julio,6588100,500.0,BUENOS AIRES,33.0
9 de Julio,9 de Julio,6588100,1000.0,BUENOS AIRES,14.0
9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),6588010,3.0,BUENOS AIRES,510.0
9 de Julio,Dudignac,6588040,1.0,BUENOS AIRES,8.0
9 de Julio,Dudignac,6588040,3.0,BUENOS AIRES,36.0
9 de Julio,Dudignac,6588040,4.0,BUENOS AIRES,247.0
9 de Julio,Dudignac,6588040,6.0,BUENOS AIRES,46.0
9 de Julio,Dudignac,6588040,10.0,BUENOS AIRES,52.0
9 de Julio,Manuel B. Gonnet  (Est. French),6588060,1.0,BUENOS AIRES,1.0
9 de Julio,Manuel B. Gonnet  (Est. French),6588060,2.0,BUENOS AIRES,193.0
9 de Julio,Manuel B. Gonnet  (Est. French),6588060,6.0,BUENOS AIRES,1.0
9 de Julio,Manuel B. Gonnet  (Est. French),6588060,10.0,BUENOS AIRES,2.0
9 de Julio,Morea,6588080,3.0,BUENOS AIRES,130.0
9 de Julio,Patricios,6588110,3.0,BUENOS AIRES,50.0
9 de Julio,Patricios,6588110,6.0,BUENOS AIRES,16.0
9 de Julio,Patricios,6588110,10.0,BUENOS AIRES,44.0
9 de Julio,Patricios,6588110,15.0,BUENOS AIRES,21.0
9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,3.0,BUENOS AIRES,42.0
9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,6.0,BUENOS AIRES,6.0
9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,10.0,BUENOS AIRES,37.0
9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,15.0,BUENOS AIRES,29.0
9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,20.0,BUENOS AIRES,32.0
9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,30.0,BUENOS AIRES,11.0
9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,50.0,BUENOS AIRES,3.0
Adolfo Alsina,Carhué,6007010,3.0,BUENOS AIRES,763.0
Adolfo Alsina,Carhué,6007010,3.5,BUENOS AIRES,20.0
Adolfo Alsina,Carhué,6007010,7.0,BUENOS AIRES,103.0
Adolfo Alsina,Carhué,6007010,8.0,BUENOS AIRES,36.0
Adolfo Alsina,Carhué,6007010,15.0,BUENOS AIRES,1231.0
Adolfo Alsina,Carhué,6007010,30.0,BUENOS AIRES,1.0
Adolfo Alsina,Carhué,6007010,31.0,BUENOS AIRES,266.0
Adolfo Alsina,Carhué,6007010,50.0,BUENOS AIRES,820.0
Adolfo Alsina,Carhué,6007010,61.0,BUENOS AIRES,31.0
Adolfo Alsina,Carhué,6007010,100.0,BUENOS AIRES,2.0
Adolfo Alsina,Colonia San Miguel Arcángel,6007020,3.0,BUENOS AIRES,208.0
Adolfo Alsina,Esteban Agustín Gascón,6007050,3.0,BUENOS AIRES,60.0
Adolfo Alsina,Maza,6007070,0.0,BUENOS AIRES,10.0
Adolfo Alsina,Maza,6007070,0.5,BUENOS AIRES,2.0
Adolfo Alsina,Maza,6007070,5.0,BUENOS AIRES,386.0
Adolfo Alsina,Maza,6007070,10.0,BUENOS AIRES,6.0
Adolfo Alsina,Maza,6007070,20.0,BUENOS AIRES,2.0
Adolfo Alsina,Rivera,6007080,20.0,BUENOS AIRES,1252.0
Adolfo Alsina,Rivera,6007080,35.0,BUENOS AIRES,26.0
Adolfo Alsina,Rivera,6007080,50.0,BUENOS AIRES,31.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,0.75,BUENOS AIRES,3.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,3.5,BUENOS AIRES,147.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,8.0,BUENOS AIRES,447.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,10.0,BUENOS AIRES,122.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,12.0,BUENOS AIRES,1.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,15.0,BUENOS AIRES,1422.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,30.0,BUENOS AIRES,44.0
Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,50.0,BUENOS AIRES,1.0
Adolfo Gonzales Chaves,De la Garma,6014020,4.0,BUENOS AIRES,632.0
Adolfo Gonzales Chaves,De la Garma,6014020,7.0,BUENOS AIRES,7.0
Adolfo Gonzales Chaves,De la Garma,6014020,8.0,BUENOS AIRES,28.0
Adolfo Gonzales Chaves,De la Garma,6014020,10.0,BUENOS AIRES,45.0
Adolfo Gonzales Chaves,De la Garma,6014020,15.0,BUENOS AIRES,5.0
Adolfo Gonzales Chaves,Juan E. Barra,6014030,4.0,BUENOS AIRES,46.0
Adolfo Gonzales Chaves,Vásquez,6014040,3.0,BUENOS AIRES,12.0
Adolfo Gonzales Chaves,Vásquez,6014040,4.0,BUENOS AIRES,2.0
Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,0.75,BUENOS AIRES,2.0
Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,2.0,BUENOS AIRES,1.0
Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,3.5,BUENOS AIRES,40.0
Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,5.0,BUENOS AIRES,1.0
Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,8.0,BUENOS AIRES,116.0
Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,15.0,BUENOS AIRES,302.0
Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,100.0,BUENOS AIRES,1.0
Alberti,Coronel Seguí,6021020,15.0,BUENOS AIRES,5.0
Alberti,Mechita,6021030,3.0,BUENOS AIRES,275.0
Alberti,Mechita,6021030,5.0,BUENOS AIRES,10.0
Alberti,Villa Ortiz  (Est. Coronel Mom),6021070,15.0,BUENOS AIRES,24.0
Almirante Brown,Adrogué,6028010,0.0,BUENOS AIRES,1.0
Almirante Brown,Adrogué,6028010,0.256,BUENOS AIRES,1.0
Almirante Brown,Adrogué,6028010,0.5,BUENOS AIRES,10.0
Almirante Brown,Adrogué,6028010,0.512,BUENOS AIRES,1.0
Almirante Brown,Adrogué,6028010,0.75,BUENOS AIRES,34.0
Almirante Brown,Adrogué,6028010,1.0,BUENOS AIRES,21.0
Almirante Brown,Adrogué,6028010,2.0,BUENOS AIRES,8.0
Almirante Brown,Adrogué,6028010,3.5,BUENOS AIRES,63.0
Almirante Brown,Adrogué,6028010,4.0,BUENOS AIRES,7.0
Almirante Brown,Adrogué,6028010,5.0,BUENOS AIRES,5.0
Almirante Brown,Adrogué,6028010,6.0,BUENOS AIRES,12.0
Almirante Brown,Adrogué,6028010,8.0,BUENOS AIRES,37.0
Almirante Brown,Adrogué,6028010,10.0,BUENOS AIRES,170.0
Almirante Brown,Adrogué,6028010,15.0,BUENOS AIRES,112.0
Almirante Brown,Adrogué,6028010,20.0,BUENOS AIRES,1.0
Almirante Brown,Adrogué,6028010,25.0,BUENOS AIRES,3.0
Almirante Brown,Adrogué,6028010,30.0,BUENOS AIRES,11550.0
Almirante Brown,Adrogué,6028010,50.0,BUENOS AIRES,509.0
Almirante Brown,Adrogué,6028010,60.0,BUENOS AIRES,37.0
Almirante Brown,Adrogué,6028010,75.0,BUENOS AIRES,9.0
Almirante Brown,Adrogué,6028010,100.0,BUENOS AIRES,2727.0
Almirante Brown,Adrogué,6028010,150.0,BUENOS AIRES,944.0
Almirante Brown,Adrogué,6028010,200.0,BUENOS AIRES,1.0
Almirante Brown,Adrogué,6028010,300.0,BUENOS AIRES,3966.0
Almirante Brown,Adrogué,6028010,500.0,BUENOS AIRES,504.0
Almirante Brown,Adrogué,6028010,1000.0,BUENOS AIRES,365.0
Almirante Brown,Burzaco,6028010,0.0,BUENOS AIRES,52.0
Almirante Brown,Burzaco,6028010,0.256,BUENOS AIRES,1.0
Almirante Brown,Burzaco,6028010,0.5,BUENOS AIRES,9.0
Almirante Brown,Burzaco,6028010,0.512,BUENOS AIRES,1.0
Almirante Brown,Burzaco,6028010,0.75,BUENOS AIRES,23.0
Almirante Brown,Burzaco,6028010,1.0,BUENOS AIRES,15.0
Almirante Brown,Burzaco,6028010,2.0,BUENOS AIRES,78.0
Almirante Brown,Burzaco,6028010,3.0,BUENOS AIRES,14.0
Almirante Brown,Burzaco,6028010,3.5,BUENOS AIRES,34.0
Almirante Brown,Burzaco,6028010,4.0,BUENOS AIRES,115.0
Almirante Brown,Burzaco,6028010,5.0,BUENOS AIRES,14.0
Almirante Brown,Burzaco,6028010,6.0,BUENOS AIRES,82.0
Almirante Brown,Burzaco,6028010,8.0,BUENOS AIRES,30.0
Almirante Brown,Burzaco,6028010,10.0,BUENOS AIRES,393.0
Almirante Brown,Burzaco,6028010,15.0,BUENOS AIRES,60.0
Almirante Brown,Burzaco,6028010,20.0,BUENOS AIRES,2.0
Almirante Brown,Burzaco,6028010,25.0,BUENOS AIRES,2.0
Almirante Brown,Burzaco,6028010,30.0,BUENOS AIRES,11384.0
Almirante Brown,Burzaco,6028010,50.0,BUENOS AIRES,382.0
Almirante Brown,Burzaco,6028010,60.0,BUENOS AIRES,186.0
Almirante Brown,Burzaco,6028010,75.0,BUENOS AIRES,15.0
Almirante Brown,Burzaco,6028010,100.0,BUENOS AIRES,2084.0
Almirante Brown,Burzaco,6028010,150.0,BUENOS AIRES,3756.0
Almirante Brown,Burzaco,6028010,200.0,BUENOS AIRES,5.0
Almirante Brown,Burzaco,6028010,300.0,BUENOS AIRES,7154.0
Almirante Brown,Burzaco,6028010,500.0,BUENOS AIRES,959.0
Almirante Brown,Burzaco,6028010,1000.0,BUENOS AIRES,1017.0
Almirante Brown,Claypole,6028010,0.0,BUENOS AIRES,1.0
Almirante Brown,Claypole,6028010,0.75,BUENOS AIRES,2.0
Almirante Brown,Claypole,6028010,1.0,BUENOS AIRES,6.0
Almirante Brown,Claypole,6028010,3.0,BUENOS AIRES,2.0
Almirante Brown,Claypole,6028010,3.5,BUENOS AIRES,3.0
Almirante Brown,Claypole,6028010,5.0,BUENOS AIRES,3.0
Almirante Brown,Claypole,6028010,6.0,BUENOS AIRES,5.0
Almirante Brown,Claypole,6028010,10.0,BUENOS AIRES,149.0
Almirante Brown,Claypole,6028010,30.0,BUENOS AIRES,4108.0
Almirante Brown,Claypole,6028010,50.0,BUENOS AIRES,117.0
Almirante Brown,Claypole,6028010,60.0,BUENOS AIRES,64.0
Almirante Brown,Claypole,6028010,75.0,BUENOS AIRES,5.0
Almirante Brown,Claypole,6028010,100.0,BUENOS AIRES,696.0
Almirante Brown,Claypole,6028010,150.0,BUENOS AIRES,1809.0
Almirante Brown,Claypole,6028010,300.0,BUENOS AIRES,3538.0
Almirante Brown,Claypole,6028010,500.0,BUENOS AIRES,497.0
Almirante Brown,Claypole,6028010,1000.0,BUENOS AIRES,503.0
Almirante Brown,Don Orione,6028010,5.0,BUENOS AIRES,2.0
Almirante Brown,Don Orione,6028010,10.0,BUENOS AIRES,128.0
Almirante Brown,Don Orione,6028010,15.0,BUENOS AIRES,42.0
Almirante Brown,Don Orione,6028010,30.0,BUENOS AIRES,1.0
Almirante Brown,Don Orione,6028010,50.0,BUENOS AIRES,12.0
Almirante Brown,Don Orione,6028010,60.0,BUENOS AIRES,91.0
Almirante Brown,Don Orione,6028010,75.0,BUENOS AIRES,2.0
Almirante Brown,Don Orione,6028010,100.0,BUENOS AIRES,36.0
Almirante Brown,Don Orione,6028010,150.0,BUENOS AIRES,1776.0
Almirante Brown,Don Orione,6028010,300.0,BUENOS AIRES,2535.0
Almirante Brown,Don Orione,6028010,500.0,BUENOS AIRES,370.0
Almirante Brown,Don Orione,6028010,1000.0,BUENOS AIRES,439.0
Almirante Brown,Glew,6028010,0.0,BUENOS AIRES,1.0
Almirante Brown,Glew,6028010,0.5,BUENOS AIRES,5.0
Almirante Brown,Glew,6028010,0.75,BUENOS AIRES,7.0
Almirante Brown,Glew,6028010,1.0,BUENOS AIRES,4.0
Almirante Brown,Glew,6028010,2.0,BUENOS AIRES,15.0
Almirante Brown,Glew,6028010,3.0,BUENOS AIRES,5.0
Almirante Brown,Glew,6028010,3.5,BUENOS AIRES,27.0
Almirante Brown,Glew,6028010,4.0,BUENOS AIRES,29.0
Almirante Brown,Glew,6028010,5.0,BUENOS AIRES,8.0
Almirante Brown,Glew,6028010,6.0,BUENOS AIRES,12.0
Almirante Brown,Glew,6028010,8.0,BUENOS AIRES,16.0
Almirante Brown,Glew,6028010,10.0,BUENOS AIRES,138.0
Almirante Brown,Glew,6028010,15.0,BUENOS AIRES,8.0
Almirante Brown,Glew,6028010,25.0,BUENOS AIRES,27.0
Almirante Brown,Glew,6028010,30.0,BUENOS AIRES,11735.0
Almirante Brown,Glew,6028010,50.0,BUENOS AIRES,134.0
Almirante Brown,Glew,6028010,60.0,BUENOS AIRES,81.0
Almirante Brown,Glew,6028010,75.0,BUENOS AIRES,2.0
Almirante Brown,Glew,6028010,100.0,BUENOS AIRES,676.0
Almirante Brown,Glew,6028010,150.0,BUENOS AIRES,2725.0
Almirante Brown,Glew,6028010,300.0,BUENOS AIRES,3834.0
Almirante Brown,Glew,6028010,500.0,BUENOS AIRES,499.0
Almirante Brown,Glew,6028010,1000.0,BUENOS AIRES,699.0
Almirante Brown,Jose Mármol,6028010,1.0,BUENOS AIRES,1.0
Almirante Brown,Jose Mármol,6028010,3.5,BUENOS AIRES,2.0
Almirante Brown,Jose Mármol,6028010,5.0,BUENOS AIRES,2.0
Almirante Brown,Jose Mármol,6028010,6.0,BUENOS AIRES,1.0
Almirante Brown,Jose Mármol,6028010,8.0,BUENOS AIRES,3.0
Almirante Brown,Jose Mármol,6028010,10.0,BUENOS AIRES,156.0
Almirante Brown,Jose Mármol,6028010,25.0,BUENOS AIRES,2.0
Almirante Brown,Jose Mármol,6028010,30.0,BUENOS AIRES,1381.0
Almirante Brown,Jose Mármol,6028010,50.0,BUENOS AIRES,166.0
Almirante Brown,Jose Mármol,6028010,60.0,BUENOS AIRES,58.0
Almirante Brown,Jose Mármol,6028010,75.0,BUENOS AIRES,6.0
Almirante Brown,Jose Mármol,6028010,100.0,BUENOS AIRES,1250.0
Almirante Brown,Jose Mármol,6028010,150.0,BUENOS AIRES,1310.0
Almirante Brown,Jose Mármol,6028010,300.0,BUENOS AIRES,3416.0
Almirante Brown,Jose Mármol,6028010,500.0,BUENOS AIRES,429.0
Almirante Brown,Jose Mármol,6028010,1000.0,BUENOS AIRES,447.0
Almirante Brown,Longchamps,6028010,0.0,BUENOS AIRES,1.0
Almirante Brown,Longchamps,6028010,0.5,BUENOS AIRES,1.0
Almirante Brown,Longchamps,6028010,0.75,BUENOS AIRES,3.0
Almirante Brown,Longchamps,6028010,3.0,BUENOS AIRES,3.0
Almirante Brown,Longchamps,6028010,3.5,BUENOS AIRES,21.0
Almirante Brown,Longchamps,6028010,5.0,BUENOS AIRES,8.0
Almirante Brown,Longchamps,6028010,6.0,BUENOS AIRES,1.0
Almirante Brown,Longchamps,6028010,8.0,BUENOS AIRES,4.0
Almirante Brown,Longchamps,6028010,10.0,BUENOS AIRES,231.0
Almirante Brown,Longchamps,6028010,15.0,BUENOS AIRES,5.0
Almirante Brown,Longchamps,6028010,30.0,BUENOS AIRES,7428.0
Almirante Brown,Longchamps,6028010,50.0,BUENOS AIRES,198.0
Almirante Brown,Longchamps,6028010,60.0,BUENOS AIRES,88.0
Almirante Brown,Longchamps,6028010,75.0,BUENOS AIRES,7.0
Almirante Brown,Longchamps,6028010,100.0,BUENOS AIRES,1226.0
Almirante Brown,Longchamps,6028010,150.0,BUENOS AIRES,2212.0
Almirante Brown,Longchamps,6028010,300.0,BUENOS AIRES,3887.0
Almirante Brown,Longchamps,6028010,500.0,BUENOS AIRES,569.0
Almirante Brown,Longchamps,6028010,1000.0,BUENOS AIRES,512.0
Almirante Brown,Malvinas Argentinas,6028010,0.0,BUENOS AIRES,1.0
Almirante Brown,Malvinas Argentinas,6028010,1.0,BUENOS AIRES,3.0
Almirante Brown,Malvinas Argentinas,6028010,5.0,BUENOS AIRES,3.0
Almirante Brown,Malvinas Argentinas,6028010,6.0,BUENOS AIRES,1.0
Almirante Brown,Malvinas Argentinas,6028010,10.0,BUENOS AIRES,47.0
Almirante Brown,Malvinas Argentinas,6028010,20.0,BUENOS AIRES,2.0
Almirante Brown,Malvinas Argentinas,6028010,30.0,BUENOS AIRES,4.0
Almirante Brown,Malvinas Argentinas,6028010,50.0,BUENOS AIRES,69.0
Almirante Brown,Malvinas Argentinas,6028010,60.0,BUENOS AIRES,37.0
Almirante Brown,Malvinas Argentinas,6028010,75.0,BUENOS AIRES,3.0
Almirante Brown,Malvinas Argentinas,6028010,100.0,BUENOS AIRES,424.0
Almirante Brown,Malvinas Argentinas,6028010,150.0,BUENOS AIRES,1066.0
Almirante Brown,Malvinas Argentinas,6028010,300.0,BUENOS AIRES,2191.0
Almirante Brown,Malvinas Argentinas,6028010,500.0,BUENOS AIRES,331.0
Almirante Brown,Malvinas Argentinas,6028010,1000.0,BUENOS AIRES,331.0
Almirante Brown,Ministro Rivadavia,6028010,3.5,BUENOS AIRES,2.0
Almirante Brown,Ministro Rivadavia,6028010,5.0,BUENOS AIRES,1.0
Almirante Brown,Ministro Rivadavia,6028010,10.0,BUENOS AIRES,96.0
Almirante Brown,Ministro Rivadavia,6028010,30.0,BUENOS AIRES,4093.0
Almirante Brown,Ministro Rivadavia,6028010,50.0,BUENOS AIRES,18.0
Almirante Brown,Ministro Rivadavia,6028010,60.0,BUENOS AIRES,47.0
Almirante Brown,Ministro Rivadavia,6028010,75.0,BUENOS AIRES,4.0
Almirante Brown,Ministro Rivadavia,6028010,100.0,BUENOS AIRES,124.0
Almirante Brown,Ministro Rivadavia,6028010,150.0,BUENOS AIRES,1024.0
Almirante Brown,Ministro Rivadavia,6028010,300.0,BUENOS AIRES,1716.0
Almirante Brown,Ministro Rivadavia,6028010,500.0,BUENOS AIRES,282.0
Almirante Brown,Ministro Rivadavia,6028010,1000.0,BUENOS AIRES,234.0
Almirante Brown,Rafael Calzada,6028010,0.0,BUENOS AIRES,1.0
Almirante Brown,Rafael Calzada,6028010,0.5,BUENOS AIRES,3.0
Almirante Brown,Rafael Calzada,6028010,0.75,BUENOS AIRES,10.0
Almirante Brown,Rafael Calzada,6028010,1.0,BUENOS AIRES,28.0
Almirante Brown,Rafael Calzada,6028010,3.0,BUENOS AIRES,97.0
Almirante Brown,Rafael Calzada,6028010,3.5,BUENOS AIRES,18.0
Almirante Brown,Rafael Calzada,6028010,4.0,BUENOS AIRES,339.0
Almirante Brown,Rafael Calzada,6028010,5.0,BUENOS AIRES,10.0
Almirante Brown,Rafael Calzada,6028010,6.0,BUENOS AIRES,52.0
Almirante Brown,Rafael Calzada,6028010,8.0,BUENOS AIRES,3.0
Almirante Brown,Rafael Calzada,6028010,10.0,BUENOS AIRES,240.0
Almirante Brown,Rafael Calzada,6028010,15.0,BUENOS AIRES,9.0
Almirante Brown,Rafael Calzada,6028010,30.0,BUENOS AIRES,9967.0
Almirante Brown,Rafael Calzada,6028010,50.0,BUENOS AIRES,189.0
Almirante Brown,Rafael Calzada,6028010,60.0,BUENOS AIRES,102.0
Almirante Brown,Rafael Calzada,6028010,75.0,BUENOS AIRES,10.0
Almirante Brown,Rafael Calzada,6028010,100.0,BUENOS AIRES,1110.0
Almirante Brown,Rafael Calzada,6028010,150.0,BUENOS AIRES,2420.0
Almirante Brown,Rafael Calzada,6028010,300.0,BUENOS AIRES,5185.0
Almirante Brown,Rafael Calzada,6028010,500.0,BUENOS AIRES,695.0
Almirante Brown,Rafael Calzada,6028010,1000.0,BUENOS AIRES,675.0
Almirante Brown,San Francisco Solano,6028010,0.0,BUENOS AIRES,1.0
Almirante Brown,San Francisco Solano,6028010,0.5,BUENOS AIRES,1.0
Almirante Brown,San Francisco Solano,6028010,0.75,BUENOS AIRES,4.0
Almirante Brown,San Francisco Solano,6028010,1.0,BUENOS AIRES,9.0
Almirante Brown,San Francisco Solano,6028010,3.0,BUENOS AIRES,40.0
Almirante Brown,San Francisco Solano,6028010,3.5,BUENOS AIRES,21.0
Almirante Brown,San Francisco Solano,6028010,5.0,BUENOS AIRES,2.0
Almirante Brown,San Francisco Solano,6028010,6.0,BUENOS AIRES,88.0
Almirante Brown,San Francisco Solano,6028010,10.0,BUENOS AIRES,39.0
Almirante Brown,San Francisco Solano,6028010,30.0,BUENOS AIRES,3236.0
Almirante Brown,San Francisco Solano,6028010,50.0,BUENOS AIRES,34.0
Almirante Brown,San Francisco Solano,6028010,60.0,BUENOS AIRES,46.0
Almirante Brown,San Francisco Solano,6028010,100.0,BUENOS AIRES,148.0
Almirante Brown,San Francisco Solano,6028010,150.0,BUENOS AIRES,1141.0
Almirante Brown,San Francisco Solano,6028010,300.0,BUENOS AIRES,2174.0
Almirante Brown,San Francisco Solano,6028010,500.0,BUENOS AIRES,310.0
Almirante Brown,San Francisco Solano,6028010,1000.0,BUENOS AIRES,336.0
Almirante Brown,San Jose,6028010,0.5,BUENOS AIRES,3.0
Almirante Brown,San Jose,6028010,0.75,BUENOS AIRES,1.0
Almirante Brown,San Jose,6028010,3.5,BUENOS AIRES,2.0
Almirante Brown,San Jose,6028010,5.0,BUENOS AIRES,5.0
Almirante Brown,San Jose,6028010,10.0,BUENOS AIRES,165.0
Almirante Brown,San Jose,6028010,30.0,BUENOS AIRES,4.0
Almirante Brown,San Jose,6028010,50.0,BUENOS AIRES,61.0
Almirante Brown,San Jose,6028010,60.0,BUENOS AIRES,131.0
Almirante Brown,San Jose,6028010,75.0,BUENOS AIRES,7.0
Almirante Brown,San Jose,6028010,100.0,BUENOS AIRES,391.0
Almirante Brown,San Jose,6028010,150.0,BUENOS AIRES,2702.0
Almirante Brown,San Jose,6028010,300.0,BUENOS AIRES,3942.0
Almirante Brown,San Jose,6028010,500.0,BUENOS AIRES,615.0
Almirante Brown,San Jose,6028010,1000.0,BUENOS AIRES,582.0
AMBA,Otros,Sin Datos,0.5,BUENOS AIRES,13.0
AMBA,Otros,Sin Datos,1.0,BUENOS AIRES,0.0
AMBA,Otros,Sin Datos,15.0,BUENOS AIRES,0.0
Arrecifes,Arrecifes,6077010,0.0,BUENOS AIRES,159.0
Arrecifes,Arrecifes,6077010,0.5,BUENOS AIRES,1.0
Arrecifes,Arrecifes,6077010,0.75,BUENOS AIRES,6.0
Arrecifes,Arrecifes,6077010,1.0,BUENOS AIRES,137.0
